"word","formal","lazy","keyer","usage","hint"
"dizzy","d-e-s-e","","","",""
"d-l-e-sh","d-e-l-sh","","","",""
"do","d-o","","","",""
"do you know","tn-o","","","",""
"do you know whether or not","tn-o-e-n","","","",""
"do you want","d-u-u-nt","","","",""
"dockyard","d-o-k-a2-d","","","",""
"doctor","d-r","","","",""
"doctorate","d-r-/-a-t","","","",""
"doctrinal","d-o-k-t-/-l","","","",""
"doctrine","d-o-k-t","","","",""
"document","d-o-k-m","","","",""
"dodge","d-o-j","","","",""
"doe","d-o","","","",""
"does","d-u-s","","","",""
"does not","d-u-s2-n","","","",""
"dog","d-o-g","","","",""
"doge","d-o-j","","","",""
"doll","d-o-l","","","",""
"dollar","d-o","","","",""
"dollar and a half","d-o-/-f","","","",""
"dollar and a quarter","d-o-/-k","","","",""
"dollars and cents","d-o-/-s","","","",""
"domain","d-o-mn","","","",""
"domestic","tm-/-s2-t","","","",""
"domesticate","tm-/-s2-t-a","","","",""
"domesticity","tm-e-s-/-s","","","",""
"domicile","tm-s-e-l","","","",""
"domination","d-o-mn-sh","","","",""
"dominion","d-o-mn-u-n","","","",""
"done","d-n","","","",""
"don't","d-o-n","","","",""
"door","d-o-r","","","",""
"dooryard","d-o-r-a2-d","","","",""
"dormant","d-o-mn-t","","","",""
"dormer","d-o-m-e2","","","",""
"dormitory","d-o-m-e-t-r-e","","","",""
"dormouse","d-o-m-a-u-s","","","",""
"double","d-b","","","",""
"doubt","d-a-u","","","",""
"doubtful","d-a-u-f","","","",""
"doubtless","d-a-u-l","","","",""
"dough","d-o","","","",""
"doughy","d-o-e","","","",""
"dowager","d-a-u-j-e2","","","",""
"dower","d-a-u-r","","","",""
"down","d-n","","","",""
"downstairs","d-n-s2-t-ya","","","",""
"dozen","d-u-s2-n","","","",""
"draft","d-r-f","","","",""
"drama","d-r-a-m-a","","","",""
"dramatic","d-r-a-m-/-a","","","",""
"drastic","d-r-/-s2-t","","","",""
"draw","d-r-o","","","",""
"drawee","d-r-o-e","","","",""
"drawn","d-r-o-n","","","",""
"dread","d-r-e-d","","","",""
"dreadful","d-r-e-d-f","","","",""
"dream","d-r-e-m","","","",""
"dreamed","d-r-e-mt","","","",""
"dreams","d-r-e-m-s","","","",""
"dress","d-r-e-s","","","",""
"dressed","d-r-e-s2-t","","","",""
"dresser","d-r-e-s-e-r","","","",""
"dresses","d-r-e-ss","","","",""
"drew","d-r-u","","","",""
"drift","d-r-e-f-t","","","",""
"drill","d-r-e-l","","","",""
"drink","d-r-e-nk","","","",""
"drive","d-r-i-v","","","",""
"driven","d-r-e-v-n","","","",""
"drop","d-r-p","","","",""
"drove","d-r-o-v","","","",""
"drown","d-r-n","","","",""
"drudge","d-r-j","","","",""
"drug","d-r-u-g","","","",""
"drunk","d-r-nk","","","",""
"dry","d-r-i","","","",""
"dual","d-u-l","","","",""
"dubiety","d-u-b-I","","","",""
"Dublin","d-bl-e-n","","","",""
"duchess","d-ch-e-s","","","",""
"due","d-u","","","",""
"duel","d-u-l","","","",""
"dull","d-u-l","","","",""
"duly","d-u-e","","","",""
"dumb","d-m","","","",""
"dungeon","tn-j-n","","","",""
"duplex","d-pl-e-x","","","",""
"duplicate","d-u-p","","","",""
"durability","d-r-/-b","","","",""
"durable","d-r-b","","","",""
"duration","d-r-a-sh","","","",""
"during","d-r","","","",""
"duteous","td-u-s","","","",""
"dutiable","td-e-b","","","",""
"duties","td-e-s","","","",""
"duty","td-e","","","",""
"dwell","d-w-e-l","","","",""
"dynamite","d-i-n-a-m-i","","","",""
"dyspeptic","d-s-p-e-p","","","",""
"each","e-ch","","","",""
"eager","e-g-r","","","",""
"ear","e-r","","","",""
"eardrum","e2-d-r-m","","","",""
"eariness","e-s2-e-n-e-s","","","",""
"earlier","e-r-e-r","","","",""
"earliest","e-r-e-s","","","",""
"early","e-r-e","","","",""
"early reply","e-r-e-p","","","",""
"earmark","e2-m-a-r-k","","","",""
"earn","e2-n","","","",""
"earned","e2-n-/-t","","","",""
"earnest","e2-n-s","","","",""
"earnestly","e2-n-s-e2","","","",""
"ears","e-r-s","","","",""
"earth","e-r-th","","","",""
"ease","e-s","","","",""
"easier","e-s-e-r","","","",""
"easily","e-s-ye","","","",""
"east","e-s2-t","","","",""
"eastbound","e-s-b","","","",""
"eastbound track","e-s-b-t","","","",""
"Easter","e2-s2-t-e2","","","",""
"easterly","e-s-r-e","","","",""
"easterly direction","e-s-r-e-d","","","",""
"easterly side","e-s-r-e-s","","","",""
"eastern","e-s2-tn","","","",""
"eastern division","e-s2-df","","","",""
"easy","e-s-e","","","",""
"eat","e-t","","","",""
"eaten","e-tn","","","",""
"eats","e-t-s","","","",""
"ebullition","e-b-u-l-e-sh","","","",""
"eccentric","e-s2-n-/-k","","","",""
"eccentricity","e-s2-n-/-s","","","",""
"ecclesiastic","e-k-l-e-s-/-s2-t","","","",""
"economic","e-k-e-k","","","",""
"economical","e-k-/-k","","","",""
"economy","e-k-e","","","",""
"ecstasy","e-s2-t-s-e","","","",""
"ecstatic","e-s2-t-/-a","","","",""
"Ecuador","e-k-d-o-r","","","",""
"eczema","e-s2-e-m-a","","","",""
"-ed","/-t","","","",""
"edge","e-j","","","",""
"edification","e-d-/-f","","","",""
"edifice","e-df-e-s","","","",""
"edify","e-df","","","",""
"Edinburgh","e-tn-br-o","","","",""
"edit","e-td","","","",""
"edition","e-d-sh","","","",""
"editor","e-td-e2","","","",""
"editorial","e-td-r-l","","","",""
"educate","e-d-u","","","",""
"education","e-d-u","","","",""
"educational","e-d-u-/-l","","","",""
"eek","e-k","","","",""
"eel","e-l","","","",""
"eerie","e-r-e","","","",""
"effect","f-k","","","",""
"effective","f-k-v","","","",""
"effects","f-k-s","","","",""
"effeminate","e-f-e-mn-a-t","","","",""
"effervesce","e-f-e-v-e-s","","","",""
"efficacious","e-f-k-a-sh","","","",""
"efficacy","e-f-k-s-e","","","",""
"efficiency","e-f-e-sh-s-e","","","",""
"efficient","e-f-e-sh-t","","","",""
"efflorescent","e-fl-r-e-s2-nt","","","",""
"effort","e-f-t","","","",""
"effortless","e-f-t-l","","","",""
"effusive","e-f-e-u-v","","","",""
"egg","e-g","","","",""
"eggs","e-g-s","","","",""
"egoist","e-g-o-s2-t","","","",""
"egotist","e-g-t-e-s","","","",""
"egotistic","e-g-t-/-s2-t","","","",""
"-egraph","^-e","","","",""
"-egraphy","^-ye","","","",""
"Egypt","e-j-e-p","","","",""
"either","e-th2","","","",""
"either side","e-th2-s","","","",""
"eke","e-k","","","",""
"el","e-l","","","",""
"El Paso","e-l-p-a-s","","","",""
"elaborate","e-l-a-b","","","",""
"elasicity","e-l-a-s-/-s","","","",""
"elastic","e-l-/-s2-t","","","",""
"elbow","e-l-b-o","","","",""
"elect","e-l-e-k","","","",""
"elected","e-l-e-k-t","","","",""
"election","e-l-e-k-sh","","","",""
"election ","e-l-sh","","","",""
"electoral","e-l-e-k-r-l","","","",""
"electr-","e-l-/","","","",""
"electric","^-e-l","","","",""
"electrical","e-l-/-k-l","","","",""
"electrical engineer","e2-l-/-n-j-e2","","","",""
"electrician","e-l-/-sh","","","",""
"electricity","e-l-/-s","","","",""
"electrification","e-l-/-f","","","",""
"electrify","e-l-/-f","","","",""
"electrode","e-l-/-d","","","",""
"electrolier","e-l-/-l-e-r","","","",""
"electromagnet","e-l-m-/-t","","","",""
"electron","e-l-/-n","","","",""
"eleemosynary","e-l-e-m-o-s","","","",""
"elegance","e-l-e-g","","","",""
"elegant","e-l-e-g","","","",""
"element","e-l-e-m","","","",""
"elemental","e-l-/-m","","","",""
"elementary","e-l-e-m-r-e","","","",""
"elephant","e-l-f-nt","","","",""
"elevator","e2-l-v-a-t-e2","","","",""
"elicit","e-l-e-s2-t","","","",""
"eligible","e-l-e-j-b","","","",""
"eliminate","e-l-e-mn-a-t","","","",""
"elimination","e-l-e-mn-sh","","","",""
"elite","a-l-e-t","","","",""
"Elizabeth","e-l-e-s-b-th","","","",""
"elk","e-l-k","","","",""
"ell","e-l","","","",""
"ellipsoid","e-l-e-p-s2-o-e","","","",""
"elocution","e-l-o-k-sh","","","",""
"elongation","e-l-ng-sh","","","",""
"eloquence","e-l-o-k","","","",""
"eloquent","e-l-o-k","","","",""
"else","l-s","","","",""
"elsewhere","l-s-a-r","","","",""
"elusion","e-l-sh","","","",""
"elusive","e-l-u-s2-v","","","",""
"emanation","e-mn-sh","","","",""
"emancipate","e-mn-s-e-p","","","",""
"embargo","m-b-a-g-o","","","",""
"embarrass","m-b-a-r-a-s","","","",""
"embodies","m-b-o-s","","","",""
"embody","m-b-o","","","",""
"emboss","m-b-o-s","","","",""
"embroidery","m-br-o-e2-d-e2-e2","","","",""
"emendation","e-mn-d-sh","","","",""
"emerge","e-m-e-j","","","",""
"emergence","e-m-e-j","","","",""
"emergency","e-m-e-j","","","",""
"emeritus","e-m-e2-t-u-s","","","",""
"emigrant","e-m-e-g","","","",""
"emigrate","e-m-e-g","","","",""
"eminence","e-mn-s","","","",""
"eminent","e-mn","","","",""
"emission","e-m-sh","","","",""
"emollient","e-m-o-l-e-nt","","","",""
"emolument","e-m-o-l-m","","","",""
"emotion","e-m-o-sh","","","",""
"emphasis","m-f-a-ss","","","",""
"emphasize","m-f-a-ss","","","",""
"emphatic","m-f-/-a","","","",""
"empire","m-p-i","","","",""
"empiric","m-p-e-r-k","","","",""
"empiricism","m-p-e-r-ss","","","",""
"employ","m-pl","","","",""
"employ ","m-p","","","",""
"employee","m-p-e","","","",""
"employment","m-pl-m","","","",""
"emporium","m-p-o-r-m","","","",""
"empress","m-p-r-e-s","","","",""
"empty","mt-e","","","",""
"emulous","e-m-l-u-s","","","",""
"emulsify","e-m-u-l-s2-f","","","",""
"enable","e-n-b","","","",""
"encircle","n-s2-e-k-l","","","",""
"enclose","n-k","","","",""
"enclosure","n-k-/-r","","","",""
"encomiastic","n-k-o-m-/-s2-t","","","",""
"encomium","n-k-o-mn","","","",""
"encore","a-n-k-o-r","","","",""
"encourage","n-k-r-j","","","",""
"encouragement","n-k-r-j-m","","","",""
"encyclical","n-s2-i-k-l-/-k","","","",""
"end","nt","","","",""
"endanger","n-tn-j-e2","","","",""
"endeared","n-d-e2-d","","","",""
"endearment","n-d-e-m","","","",""
"endeavor","n-dfr","","","",""
"endless","nt-l","","","",""
"endorsed","nt-o-s2-t","","","",""
"endorsement","nt-o-s2-m","","","",""
"ends","nt-s","","","",""
"endurance","nt-r-a-n-s","","","",""
"endure","nt-r","","","",""
"enemies","e-n-e-m-e-s","","","",""
"enemy","e-n-e-m-e","","","",""
"energy","n-r-j","","","",""
"enforce","n-f-s2","","","",""
"enfranchise","n-fr-a-n-ch","","","",""
"engage","n-g-a","","","",""
"engagement","n-g-a-m","","","",""
"engine","n-j-n","","","",""
"engineer","n-j-n-e2","","","",""
"engineer of construction","n-j-e2-/-k-s-/-k-sh","","","",""
"engineers","n-j-n-ye2","","","",""
"England","e-ng","","","",""
"English","e-ng-sh","","","",""
"enjoy","n-j-o-e","","","",""
"enjoyable","n-j-o-e-b","","","",""
"enjoyment","n-j-o-e-m","","","",""
"enlighten","n-l-i-n","","","",""
"enlist","n-l-s","","","",""
"enmity","n-/-mt","","","",""
"ennui","a-ng-n-w-e","","","",""
"enormous","e-n-o-m","","","",""
"enormously","e-n-o-m-e","","","",""
"enough","n-u-f","","","",""
"enrollment","n-r-o-l-m","","","",""
"ensconce","n-s2-k-n-s","","","",""
"ensign","n-s2-i-n","","","",""
"ensilage","n-s-e-l-j","","","",""
"enter","^-n","","","",""
"enter-","n-/","","","",""
"entered","^-n-/-d","","","",""
"entering","n-/-\-h","","","",""
"entertain","n-/-tn","","","",""
"entertained","n-/-tn-d","","","",""
"entertainment","n-/-tn-m","","","",""
"enthusiasm","n-th-u-s","","","",""
"enthusiast","n-th-u-s2-t","","","",""
"enthusiastic","n-th-u-s-/-s2-t","","","",""
"entire","nt-i","","","",""
"entirely","nt-ia","","","",""
"entitle","nt-i-t","","","",""
"entomology","n-tm-/-o2","","","",""
"entr-","n-/","","","",""
"entrance","n-/-n-s","","","",""
"entrant","n-/-nt","","","",""
"entreat","n-/-t","","","",""
"entrust","nt-r-s","","","",""
"entry","nt-r-e","","","",""
"enumerate","e-n-e-u-m","","","",""
"enunciate","e-n-u-n-s-ea","","","",""
"envelope","n-v-l","","","",""
"enviable","n-v-e-b","","","",""
"envious","n-v-u-s","","","",""
"environment","n-v-i-r-mn","","","",""
"envy","n-v-e","","","",""
"epaulette","e-p-o-l-e-t","","","",""
"epic","e-p-k","","","",""
"epical","e-p-/-k","","","",""
"epicure","e-p-k-r","","","",""
"epicurean","e-p-k-r-n","","","",""
"epidemic","e-p-tm-e-k","","","",""
"epidermic","e-p-d-e-m-e-k","","","",""
"epileptic","e-p-e-l-e-p","","","",""
"episcopal","e-p-e-s2-k","","","",""
"episcopalian","e-p-e-s2-k-/-ea-n","","","",""
"epistle","e-p-e-s-l","","","",""
"epithelium","e-p-th-e2-l-m","","","",""
"epitome","e-p-tm-e","","","",""
"epitomize","e-p-tm-i-s","","","",""
"epoch","e-p-o-k","","","",""
"epochal","e-p-/-k","","","",""
"equability","e-k-/-b","","","",""
"equable","e-k-b","","","",""
"equal","e-k-l","","","",""
"equality","e-k-u","","","",""
"equally","e-k-l-e","","","",""
"equiangular","e-k-w-ea-ng-u","","","",""
"equilateral","e-k-w-e-l-a-t","","","",""
"equilibrium","e-k-w-e-l-e-b","","","",""
"equinoctial","e-k-w-e-n-o-k-sh","","","",""
"equip","e-k-p","","","",""
"equipment","e-k-w-e-p-m","","","",""
"equipped","e-k-w-e-p-t","","","",""
"equivalent","e-k-w-e-v","","","",""
"equivocal","e-k-w-e-v-/-k","","","",""
"equivocate","e-k-w-e-v-k","","","",""
"erasable","e-r-a-s-b","","","",""
"erect","e-r-e-k","","","",""
"erectile","e-r-e-k-t-l","","","",""
"erectility","e-r-e-k-/-l","","","",""
"Erie","e-r-e","","","",""
"ermine","e2-mn","","","",""
"err","e-r","","","",""
"errand","e-r-a-nt","","","",""
"errant","e-r-a-nt","","","",""
"erratic","e-r-/-a","","","",""
"erratum","e-r-a-tm","","","",""
"error","e-r-r","","","",""
"errors","e-r-r-s","","","",""
"errs","e-r-s","","","",""
"erudite","e-r-u-d-i","","","",""
"erudition","e-r-u-d-sh","","","",""
"erupt","e-r-p","","","",""
"erysipelas","e-r-e-s-e-p","","","",""
"escapade","e-s2-k-p-a","","","",""
"escape","e-s2-k-p","","","",""
"escheat","e-s-ch-e-t","","","",""
"eschew","e-s-ch-u","","","",""
"escort","e-s2-k-o-t","","","",""
"escutcheon","e-s2-k-ch-n","","","",""
"esoteric","eso-t-r-k","","","",""
"especial","e-s-p","","","",""
"especially","e-s-p-e","","","",""
"espionage","e-s-p-n-j","","","",""
"esprit","e-s-p-r-e","","","",""
"esquire","e-s2-k-i","","","",""
"essay","e-s-a","","","",""
"essential","e-s2-n-sh","","","",""
"-est","/-st","","","",""
"establish","e-s2-t-b","","","",""
"establish ","e-s2-t","","","",""
"establishment","e-s2-t-b-m","","","",""
"establishments","e-s2-t-b-m-s","","","",""
"estate","e-s2-t","","","",""
"esteem","e-s2-tm","","","",""
"esteemed","e-s2-tm-d","","","",""
"esthetic","e-s2-th-/-a","","","",""
"estimate","e-s2-tm-a-t","","","",""
"estimated","e-s2-tm-a-td","","","",""
"estimation","e-s2-tm-sh","","","",""
"estoppel","e-s2-t-pl","","","",""
"estranged","e-s2-t-j-d","","","",""
"estuary","e-s2-t-r-e","","","",""
"et al.","e-t-a-l","","","",""
"etc.","e-t-s","","","",""
"etch","e-ch","","","",""
"eternal","e-tn-l","","","",""
"ether","e-th2","","","",""
"ethereal","e-th2-l","","","",""
"ethical","e-th-/-k","","","",""
"ethnic","e-th-n-e-k","","","",""
"ethyl","e-th2","","","",""
"etymology","e-tm-/-o2","","","",""
"euphemism","e-u-f-m-s2-m","","","",""
"evacuate","e-v-a-k-e-u-t","","","",""
"evaluate","e-v-l-e-u-t","","","",""
"evaluation","e-v-l-sh","","","",""
"evangelical","e-v-a-n-j-/-k","","","",""
"evangelist","e-v-a-n-j-/-s2-t","","","",""
"evaporate","e-v-a-p","","","",""
"even","e-v-n","","","",""
"even though","e-v-n-o","","","",""
"evening","e-v-n-\-h","","","",""
"evenings","e-v-n-/-s","","","",""
"event","e-v-nt","","","",""
"eventually","e-v-nt-l-e","","","",""
"ever","e-v","","","",""
"every","e-v-e","","","",""
"every ","e-v","","","",""
"everybody","e-v-b-o","","","",""
"everyday","e-v-e-d-a","","","",""
"everyone","e-v-u-n","","","",""
"everything","e-v-\-h","","","",""
"everywhere","e-v-a-r","","","",""
"evict","e-v-e-k","","","",""
"evidence","e-v-tn","","","",""
"evident","e-v-tn","","","",""
"evil","e-v-l","","","",""
"evocation","e-v-k-a-sh","","","",""
"evoke","e-v-k","","","",""
"evolve","e-v-o-l","","","",""
"evolvutionist","e-v-o-l-sh-e-s","","","",""
"ex officio","e-s2-o-f-e-s2-o","","","",""
"ex post facto","e-s-p-/-f","","","",""
"exacerbation","e-s2s-r-b-a-sh","","","",""
"exact","e-s2-a-k","","","",""
"exactitude","e-s2-a-k-t-e-t","","","",""
"exaggeration","e-s-a-j","","","",""
"exalt","e-s2-o-l-t","","","",""
"examine","e-s2-a-mn","","","",""
"example","e-s2-a-m-p","","","",""
"exasperate","e-s-a-s-p","","","",""
"exceed","e-s2-e-d","","","",""
"exceedingly","e-s2-e-d-/-e","","","",""
"excel","e-s2-l","","","",""
"excellence","e-s2-l","","","",""
"excellency","e-s2-l-e","","","",""
"excellent","e-s2-l","","","",""
"excellently","e-s2-l-e","","","",""
"excelsior","e-s-l-s2-o-r","","","",""
"except","s-e-p","","","",""
"exception","s-e-p-sh","","","",""
"exceptional","s-e-p-sh-l","","","",""
"exceptionally","s-e-p-sh-ye","","","",""
"excerpt","e-s-e-p","","","",""
"excess","e-s-e-s","","","",""
"excessive","e-s-e-s2-v","","","",""
"exchange","e-s2-ch","","","",""
"excise","e-s-i-s","","","",""
"excision","e-s-e-sh","","","",""
"excitation","e-s2-e-t-sh","","","",""
"excited","e-s2-i-td","","","",""
"excitement","e-s2-i-t-m","","","",""
"exciting","e-s2-i-t-\-h","","","",""
"exclaim","e-s-/-m","","","",""
"exclude","e-s-/-d","","","",""
"exclusion","e-s-/-sh","","","",""
"exclusive","e-s-/-s2-v","","","",""
"excommunicate","e-s2-k-m-u","","","",""
"excrescence","e-s2-k-r-e-s2-n-s","","","",""
"excruciate","e-s2-k-r-sh-ea-t","","","",""
"exculpate","e-s2-k-l-p-a-t","","","",""
"excursion","e-s2-k-r-sh","","","",""
"excuse","e-s2-k-e-u","","","",""
"execrable","e-s2-e-k-r-b","","","",""
"execrate","e-s2-e-k-r-a","","","",""
"executant","e-s2-k-nt","","","",""
"execute","e-s2-k","","","",""
"executed","e-s2-k-/-t","","","",""
"execution","e-s2-k-sh","","","",""
"executive","e-s2-e-k-v","","","",""
"executor","e-s2-k-/-r","","","",""
"executrix","e-s2-k-/-r-e-x","","","",""
"exemplar","e-s2-e-m-f-/-r","","","",""
"exemplify","e-s2-e-m-p-f","","","",""
"exempt","e-s2-e-mt","","","",""
"exemption","e-s2-e-m-sh","","","",""
"exequatur","e-s2-e-k-w-a-t-e2","","","",""
"exercise","e-s2-r","","","",""
"exert","e-s2-e-t","","","",""
"exertion","e-s2-e-s2h","","","",""
"exhaust","e-s2-o-s","","","",""
"exhausted","e-s2-o-s-/-t","","","",""
"exhaustless","e-s2-o-s-l","","","",""
"exhibit","e-s-e-b-t","","","",""
"exhibition","e-s-e-b-sh","","","",""
"exhilarate","e-s-e-l-r-a","","","",""
"exhort","e-s2-o-t","","","",""
"exigent","e-s-e-jnt","","","",""
"exiguous","e-s2-e-g","","","",""
"exile","e-s-i-l","","","",""
"exist","e-s-e-s","","","",""
"existence","e-ss","","","",""
"existent","e-ss-/-nt","","","",""
"exists","e-ss-s","","","",""
"exit","e-s2-e-t","","","",""
"exodus","e-s2-d-u-s","","","",""
"exonerate","e-s2-o-n-r-a","","","",""
"exorbitant","e-s2-o-b-tn","","","",""
"exordium","e-s2-o-d-e-m","","","",""
"exoteric","e2s2-o-t-r-k","","","",""
"exotic","e-s-/-a","","","",""
"expanse","e-s-p-a-n-s","","","",""
"expatiate","e-s-p-a-sh-ea-t","","","",""
"expatriate","e-s-p-t-r-ea-t","","","",""
"expect","e-s-p","","","",""
"expectancy","e-s-p-n-s-e","","","",""
"expectation","e-s-p-sh","","","",""
"expected","e-s-p-/-t","","","",""
"expedient","e-s-p-tn-t","","","",""
"expedite","e-s-p-d-i","","","",""
"expedition","e-s-p-t-sh","","","",""
"expeditious","e-s-p-t-e-sh","","","",""
"expel","e-s-pl","","","",""
"expend","e-s-jnt","","","",""
"expenditure","e-s-jnt-e-t-r","","","",""
"expenditures","e-jnt-r-s","","","",""
"expense","e-^-s2","","","",""
"expensive","e-s2-/-v","","","",""
"experience","e-s-p","","","",""
"experiences","s-p-e-s","","","",""
"experiment","e-s-p-r-e-m","","","",""
"expert","e2-s-p-e2-t","","","",""
"expiration","e-s-p-r-a-sh","","","",""
"expired","e-s-p-i-/-t","","","",""
"explain","e-pl","","","",""
"explained","e-s-pl-/-t","","","",""
"explanation","e-s-pl-sh","","","",""
"explicit","e-s-pl-e-s2-t","","","",""
"exploit","e-s-pl-o-e","","","",""
"explore","e-s-pl-r","","","",""
"expo","e-s-p-o","","","",""
"exponent","e-s-p-o-n","","","",""
"exponential","e-s-p-o-n-sh","","","",""
"export","e-s-p-o-t","","","",""
"expose","e-s-p-o","","","",""
"expositor","e-s-p-o-s-/-r","","","",""
"expound","e-s-p-n","","","",""
"express","e-s-p-r","","","",""
"expression","e-s-p-r-e-sh","","","",""
"expropriate","e-s-p-r-p-r-ea-t","","","",""
"expulsion","e-s-pl-sh","","","",""
"expulsive","e-s-pl-s2-v","","","",""
"expunge","e-s-p-n-j","","","",""
"expurgate","e-s-p-r-g","","","",""
"exquisite","e-s2-k-e-s2-t","","","",""
